Symbol,Security Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E Ratio,EPS(TTM),EPS Growth,Div Yield,Sector,Analyst Rating
TENB,"Tenable Holdings, Inc.",31.90 USD,−0.37%,849.11 K,0.62,3.9 B USD,—,−0.38 USD,+35.26%,0.00%,Technology services,Buy
TENX,"Tenax Therapeutics, Inc.",6.05 USD,−1.65%,2.52 K,0.22,25.09 M USD,—,−2.48 USD,+89.91%,0.00%,Health technology,Strong buy
TER,"Teradyne, Inc.",76.98 USD,−1.92%,1.81 M,0.72,12.35 B USD,21.79,3.53 USD,+34.48%,0.62%,Electronic technology,Buy
TERN,"Terns Pharmaceuticals, Inc.",3.02 USD,+2.72%,544.58 K,0.76,263.76 M USD,—,−1.09 USD,+13.56%,0.00%,Health technology,Strong buy
TEX,Terex Corporation,44.61 USD,−2.68%,649.26 K,0.64,2.93 B USD,12.16,3.67 USD,−51.55%,1.52%,Producer manufacturing,Neutral
TFC,Truist Financial Corporation,39.28 USD,−0.53%,7.4 M,0.94,51.44 B USD,11.58,3.39 USD,—,5.30%,Finance,Buy
TFIN,"Triumph Financial, Inc.",58.17 USD,+0.26%,162.22 K,0.60,1.38 B USD,158.33,0.37 USD,−72.17%,0.00%,Finance,Neutral
TFSL,TFS Financial Corporation,13.16 USD,+0.15%,181.48 K,0.73,3.7 B USD,45.85,0.29 USD,+3.91%,8.59%,Finance,Neutral
TFX,Teleflex Incorporated,120.78 USD,−0.13%,504.86 K,1.11,5.34 B USD,38.07,3.17 USD,−49.09%,1.13%,Health technology,Neutral
TG,Tredegar Corporation,8.20 USD,+0.12%,49.94 K,0.62,286.36 M USD,37.72,0.22 USD,—,0.00%,Non-energy minerals,—
TGEN,Tecogen Inc.,4.60 USD,−1.08%,561.92 K,0.96,116.24 M USD,—,−0.17 USD,−2.30%,0.00%,Producer manufacturing,—
TGI,"Triumph Group, Inc.",25.68 USD,+0.04%,692.26 K,1.08,1.99 B USD,284.07,0.09 USD,—,0.00%,Electronic technology,Neutral
TGL,Treasure Global Inc.,1.34 USD,−3.60%,247.23 K,0.10,3.56 M USD,—,−63.22 USD,+95.03%,0.00%,Commercial services,—
TGLS,Tecnoglass Inc.,84.13 USD,−0.68%,314.35 K,0.59,3.95 B USD,22.75,3.70 USD,+6.58%,0.62%,Producer manufacturing,Buy
TGNA,TEGNA Inc,16.64 USD,−0.42%,1.01 M,0.77,2.67 B USD,5.85,2.85 USD,−0.59%,3.00%,Consumer services,Buy
TGT,Target Corporation,94.29 USD,−0.81%,7.37 M,0.71,42.84 B USD,10.36,9.10 USD,+2.01%,4.73%,Retail trade,Buy
TGTX,"TG Therapeutics, Inc.",34.57 USD,+0.96%,1.04 M,0.50,5.49 B USD,141.68,0.24 USD,+10.66%,0.00%,Health technology,Strong buy
TH,Target Hospitality Corp.,7.37 USD,−3.03%,386.99 K,0.74,732.32 M USD,16.80,0.44 USD,−67.93%,0.00%,Consumer services,Buy
THAR,"Tharimmune, Inc.",1.36 USD,−0.91%,42.14 K,1.49,3.61 M USD,—,−7.79 USD,+92.52%,0.00%,Health technology,—
THC,Tenet Healthcare Corporation,162.98 USD,+1.02%,1.25 M,0.86,15.14 B USD,10.78,15.12 USD,−41.53%,0.00%,Health services,Buy
THCH,TH International Limited,2.81 USD,+11.51%,6.96 K,1.00,93.27 M USD,—,−2.05 USD,+48.55%,0.00%,Finance,—
THFF,First Financial Corporation,50.68 USD,−0.71%,42.39 K,0.84,600.59 M USD,10.95,4.63 USD,−1.03%,3.79%,Finance,Buy
THG,Hanover Insurance Group Inc,168.59 USD,+0.96%,192.42 K,1.14,6.06 B USD,14.05,12.00 USD,+168.99%,2.08%,Finance,Buy
THO,"Thor Industries, Inc.",79.62 USD,−0.70%,867.3 K,1.29,4.24 B USD,21.13,3.77 USD,−25.35%,2.49%,Consumer durables,Neutral
THR,"Thermon Group Holdings, Inc.",26.48 USD,−8.28%,378.73 K,2.09,876.19 M USD,16.86,1.57 USD,+3.89%,0.00%,Producer manufacturing,Strong buy
THRD,"Third Harmonic Bio, Inc.",5.18 USD,−0.38%,384.85 K,1.20,233.76 M USD,—,−1.24 USD,−67.34%,0.00%,Health technology,—
THRM,Gentherm Inc,26.85 USD,−1.50%,218.44 K,0.95,828.59 M USD,16.85,1.59 USD,+9.25%,0.00%,Producer manufacturing,Buy
THRY,"Thryv Holdings, Inc.",13.01 USD,−2.84%,248.01 K,0.53,569.03 M USD,—,−2.53 USD,+66.28%,0.00%,Technology services,Strong buy
THS,"Treehouse Foods, Inc.",21.98 USD,−2.22%,431.66 K,0.59,1.11 B USD,169.86,0.13 USD,−67.15%,0.00%,Consumer non-durables,Neutral
TIC,Acuren Corporation,10.47 USD,−1.23%,633.14 K,—,1.27 B USD,—,—,—,0.00%,Commercial services,Buy
TIGO,Millicom International Cellular S.A.,36.89 USD,+0.19%,604.92 K,0.87,6.35 B USD,17.89,2.06 USD,"+5,199.49%",4.74%,Communications,Strong buy
TIL,"Instil Bio, Inc.",21.02 USD,−14.59%,431.7 K,1.48,137.89 M USD,—,−11.97 USD,+36.86%,0.00%,Health technology,Buy
TILE,"Interface, Inc.",19.62 USD,−0.86%,475.34 K,1.32,1.15 B USD,13.53,1.45 USD,+43.81%,0.20%,Producer manufacturing,Strong buy
TIPT,Tiptree Inc.,21.75 USD,+0.55%,86.77 K,0.76,815.56 M USD,17.69,1.23 USD,+114.92%,1.10%,Finance,—
TIRX,TIAN RUIXIANG Holdings Ltd,1.36 USD,−1.48%,1 K,0.05,13.83 M USD,—,−3.26 USD,+14.86%,0.00%,Finance,—
TISI,"Team, Inc.",19.86 USD,−7.28%,8.42 K,0.39,89.24 M USD,—,−11.37 USD,+26.86%,0.00%,Commercial services,—
TITN,Titan Machinery Inc.,19.91 USD,−1.09%,190.16 K,0.69,459.63 M USD,—,−2.63 USD,−163.43%,0.00%,Distribution services,Buy
TIVC,"Tivic Health Systems, Inc.",4.11 USD,−2.84%,69.61 K,1.01,3.49 M USD,—,−14.47 USD,+92.39%,0.00%,Health technology,—
TJX,"TJX Companies, Inc. (The)",125.70 USD,−2.99%,8.79 M,1.48,140.34 B USD,29.64,4.24 USD,+5.19%,1.19%,Retail trade,Buy
TK,Teekay Corporation Ltd.,8.33 USD,+1.71%,566.49 K,0.53,696.06 M USD,—,—,—,0.00%,Transportation,—
TKNO,"Alpha Teknova, Inc.",5.97 USD,−4.17%,422.51 K,1.09,319.04 M USD,—,−0.47 USD,+55.19%,0.00%,Health technology,Buy
TKO,"TKO Group Holdings, Inc.",157.72 USD,+0.95%,1.31 M,1.34,31.21 B USD,91.56,1.72 USD,—,0.24%,Consumer services,Strong buy
TKR,Timken Company (The),68.46 USD,−1.23%,375.85 K,0.60,4.79 B USD,14.77,4.63 USD,−11.62%,1.99%,Producer manufacturing,Buy
TLF,"Tandy Leather Factory, Inc.",2.94 USD,0.00%,9.82 K,0.36,24.99 M USD,1.95,1.51 USD,+250.43%,0.00%,Retail trade,—
TLN,Talen Energy Corporation,243.08 USD,+1.86%,457.58 K,0.60,11.06 B USD,25.34,9.59 USD,−36.99%,0.00%,Utilities,Strong buy
TLPH,"Talphera, Inc.",0.5060 USD,+0.40%,6.99 K,0.20,10.37 M USD,—,−0.44 USD,+49.94%,0.00%,Health technology,Strong buy
TLRY,"Tilray Brands, Inc.",0.4424 USD,−1.03%,14.73 M,0.66,453.69 M USD,—,−1.05 USD,−108.58%,0.00%,Process industries,Buy
TLS,Telos Corporation,2.45 USD,−2.39%,302.14 K,0.14,180.04 M USD,—,−0.74 USD,−67.07%,0.00%,Technology services,Buy
TLSA,Tiziana Life Sciences Ltd,1.58 USD,+15.33%,874.16 K,2.05,176.11 M USD,—,−0.11 USD,+35.57%,0.00%,Health technology,—
TLSI,"TriSalus Life Sciences, Inc.",5.56 USD,+3.93%,48.24 K,1.36,210.38 M USD,—,−1.12 USD,+53.73%,0.00%,Health technology,Strong buy
TLYS,"Tilly's, Inc.",0.8654 USD,−0.16%,163.83 K,0.24,26.09 M USD,—,−1.54 USD,−33.30%,0.00%,Retail trade,Neutral
TMC,TMC the metals company Inc.,4.62 USD,+7.44%,11.42 M,1.13,1.71 B USD,—,−0.23 USD,+28.60%,0.00%,Non-energy minerals,Buy
TMCI,"Treace Medical Concepts, Inc.",5.88 USD,−3.61%,400.46 K,0.61,369.88 M USD,—,−0.85 USD,+4.28%,0.00%,Health technology,Buy
TMDE,TMD Energy Limited,0.8777 USD,−3.25%,115.16 K,0.29,—,—,—,—,—,Distribution services,—
TMDX,"TransMedics Group, Inc.",124.25 USD,+0.74%,445.1 K,0.31,4.2 B USD,91.32,1.36 USD,—,0.00%,Health technology,Buy
TMHC,Taylor Morrison Home Corporation,56.43 USD,−0.16%,642.23 K,0.66,5.66 B USD,6.56,8.60 USD,+22.98%,0.00%,Consumer durables,Buy
TMO,Thermo Fisher Scientific Inc,393.66 USD,−1.70%,2.32 M,0.82,148.6 B USD,23.10,17.04 USD,+9.33%,0.41%,Health technology,Strong buy
TMP,Tompkins Financial Corporation,60.59 USD,−0.54%,37.17 K,0.93,874.58 M USD,11.76,5.15 USD,+981.64%,4.06%,Finance,Buy
TMUS,"T-Mobile US, Inc.",242.88 USD,+0.86%,4.17 M,0.96,275.78 B USD,23.67,10.26 USD,+39.59%,1.26%,Communications,Buy
TNC,Tennant Company,72.64 USD,−0.78%,142.18 K,1.04,1.35 B USD,20.29,3.58 USD,−40.48%,1.58%,Producer manufacturing,Strong buy
TNDM,"Tandem Diabetes Care, Inc.",20.72 USD,+0.39%,945.48 K,0.66,1.38 B USD,—,−2.78 USD,−28.23%,0.00%,Health technology,Buy
TNET,"TriNet Group, Inc.",81.18 USD,−0.78%,225.71 K,0.79,3.93 B USD,24.22,3.35 USD,−45.08%,1.26%,Commercial services,Buy
TNFA,"TNF Pharmaceuticals, Inc.",0.1744 USD,+7.06%,1.13 M,0.25,2.47 M USD,—,−6.95 USD,+27.04%,0.00%,Health technology,—
TNGX,"Tango Therapeutics, Inc.",1.84 USD,−1.34%,2.43 M,0.50,199.45 M USD,—,−1.21 USD,−7.25%,0.00%,Health technology,Strong buy
TNK,Teekay Tankers Ltd.,44.53 USD,+2.84%,278.73 K,0.51,1.53 B USD,4.77,9.33 USD,−33.97%,2.25%,Transportation,Buy
TNL,Travel Leisure Co.,47.77 USD,−0.25%,556.13 K,0.85,3.17 B USD,8.65,5.52 USD,+2.97%,4.31%,Consumer services,Buy
TNMG,TNL Mediagene,0.7216 USD,−7.72%,573.83 K,0.03,20.41 M USD,—,−3.25 USD,"−10,462.99%",0.00%,Technology services,Strong buy
TNON,"Tenon Medical, Inc.",1.11 USD,+0.91%,126.2 K,0.35,8.42 M USD,—,−13.78 USD,+91.55%,0.00%,Health services,Strong buy
TNXP,Tonix Pharmaceuticals Holding Corp.,28.93 USD,+9.58%,1.52 M,1.05,211.9 M USD,—,−32.12 USD,−478.87%,0.00%,Health technology,Strong buy
TNYA,"Tenaya Therapeutics, Inc.",0.4304 USD,−1.03%,1.81 M,0.68,70.01 M USD,—,−1.16 USD,+31.02%,0.00%,Health technology,Strong buy
TOI,"The Oncology Institute, Inc.",3.02 USD,+1.00%,2.1 M,0.92,269.37 M USD,—,−0.70 USD,+13.86%,0.00%,Health services,Strong buy
TOL,"Toll Brothers, Inc.",104.26 USD,+0.12%,1.72 M,0.82,10.37 B USD,7.74,13.48 USD,−8.01%,0.90%,Consumer durables,Buy
TOMZ,"TOMI Environmental Solutions, Inc.",0.8500 USD,+0.83%,9.96 K,0.82,17.01 M USD,—,−0.17 USD,+3.44%,0.00%,Producer manufacturing,Strong buy
TOON,"Kartoon Studios, Inc.",0.8071 USD,−0.48%,197.05 K,0.55,38.57 M USD,—,−0.49 USD,+71.71%,0.00%,Consumer services,—
TOP,TOP Financial Group Limited,1.27 USD,−0.78%,30.21 K,0.43,47.01 M USD,—,−0.08 USD,−156.46%,0.00%,Finance,—
TOPP,Toppoint Holdings Inc.,1.40 USD,−7.89%,31.58 K,0.76,24.5 M USD,—,−0.03 USD,—,0.00%,Transportation,—
TOPS,"TOP Ships, Inc.",5.30 USD,−0.90%,4.96 K,0.65,24.53 M USD,4.87,1.09 USD,—,0.00%,Transportation,—
TOPW,Top Win International Limited,10.33 USD,+1.57%,177.62 K,0.08,256.85 M USD,—,—,—,0.00%,Distribution services,—
TORO,Toro Corp.,1.81 USD,−2.69%,26.82 K,0.62,34.56 M USD,3.87,0.47 USD,−94.23%,0.00%,Transportation,—
TOST,"Toast, Inc.",42.49 USD,−0.45%,4.8 M,0.47,24.58 B USD,181.19,0.23 USD,—,0.00%,Technology services,Buy
TOVX,"Theriva Biologics, Inc.",0.4550 USD,−1.88%,153.05 K,0.23,3.73 M USD,—,−20.68 USD,+28.06%,0.00%,Health technology,Buy
TOWN,Towne Bank,33.93 USD,−0.91%,222.87 K,1.08,2.55 B USD,14.37,2.36 USD,+17.66%,2.95%,Finance,Buy
TOYO,"TOYO Co., Ltd",3.40 USD,−0.22%,1.53 K,0.07,114.31 M USD,3.08,1.10 USD,+393.21%,0.00%,Electronic technology,—
TPB,"Turning Point Brands, Inc.",73.37 USD,+1.42%,129.43 K,0.58,1.31 B USD,32.14,2.28 USD,+1.79%,0.39%,Consumer non-durables,Strong buy
TPC,Tutor Perini Corporation,35.82 USD,+1.82%,452.07 K,0.53,1.89 B USD,—,−2.90 USD,−41.39%,0.00%,Industrial services,Strong buy
TPCS,TechPrecision Corporation,3.84 USD,+0.52%,31.3 K,0.34,37.45 M USD,—,−0.89 USD,−164.66%,0.00%,Producer manufacturing,—
TPET,Trio Petroleum Corp.,1.18 USD,−7.81%,416.53 K,0.77,8.85 M USD,—,−3.70 USD,+28.76%,0.00%,Energy minerals,—
TPG,TPG Inc.,46.99 USD,0.00%,1.99 M,0.70,17.37 B USD,—,−0.32 USD,−125.11%,3.70%,Finance,Buy
TPH,"Tri Pointe Homes, Inc.",29.85 USD,+0.13%,684.29 K,0.70,2.71 B USD,6.65,4.49 USD,+19.38%,0.00%,Consumer durables,Buy
TPIC,"TPI Composites, Inc.",1.20 USD,0.00%,224.05 K,0.41,58.38 M USD,—,−4.77 USD,−3.54%,0.00%,Producer manufacturing,Neutral
TPL,Texas Pacific Land Corporation,"1,272.41 USD",−0.51%,84.62 K,0.74,29.25 B USD,63.63,20.00 USD,+6.30%,0.44%,Miscellaneous,Neutral
TPR,"Tapestry, Inc.",76.87 USD,−2.68%,3.94 M,1.11,15.97 B USD,20.23,3.80 USD,+0.62%,1.82%,Retail trade,Buy
TPST,"Tempest Therapeutics, Inc.",6.23 USD,−0.95%,19.85 K,0.43,22.94 M USD,—,−18.08 USD,−77.89%,0.00%,Health technology,Neutral
TPVG,TriplePoint Venture Growth BDC Corp.,6.71 USD,+0.60%,110.79 K,0.39,269.96 M USD,7.25,0.93 USD,—,19.37%,Miscellaneous,Neutral
TR,"Tootsie Roll Industries, Inc.",33.86 USD,+0.68%,108.23 K,0.81,2.97 B USD,27.89,1.21 USD,−5.01%,1.03%,Consumer non-durables,—
TRAK,"ReposiTrak, Inc.",21.99 USD,−1.65%,25.44 K,0.70,401.9 M USD,66.23,0.33 USD,+19.99%,0.32%,Technology services,Strong buy
TRAW,"Traws Pharma, Inc.",1.31 USD,+3.97%,51.14 K,0.18,7.29 M USD,—,−105.91 USD,−390.21%,0.00%,Health technology,—
TRC,Tejon Ranch Co,16.31 USD,−0.31%,104.44 K,0.80,438.43 M USD,204.64,0.08 USD,+268.98%,0.00%,Finance,—
TRDA,"Entrada Therapeutics, Inc.",7.50 USD,−1.57%,103.06 K,0.74,284.65 M USD,9.28,0.81 USD,+28.89%,0.00%,Health technology,Strong buy
TREE,"LendingTree, Inc.",35.16 USD,−0.62%,203.7 K,0.58,475.9 M USD,—,−4.13 USD,+60.19%,0.00%,Finance,Strong buy
TREX,"Trex Company, Inc.",56.92 USD,−0.45%,898.61 K,0.68,6.1 B USD,31.14,1.83 USD,−21.49%,0.00%,Non-energy minerals,Buy
TRGP,"Targa Resources, Inc.",160.46 USD,+0.86%,1.48 M,0.77,34.81 B USD,29.48,5.44 USD,+11.72%,2.03%,Utilities,Strong buy
TRIN,Trinity Capital Inc.,14.47 USD,+0.56%,294.43 K,0.59,935.5 M USD,6.60,2.19 USD,+38.64%,14.10%,Finance,Buy
TRIP,"TripAdvisor, Inc.",13.69 USD,−1.30%,2.32 M,0.75,1.79 B USD,37.55,0.36 USD,+140.82%,0.00%,Consumer services,Neutral
TRMB,Trimble Inc.,70.55 USD,−0.34%,929.22 K,0.75,16.83 B USD,11.49,6.14 USD,+537.53%,0.00%,Technology services,Buy
TRMK,Trustmark Corporation,34.61 USD,−0.29%,396.17 K,1.38,2.09 B USD,321.06,0.11 USD,−95.78%,2.69%,Finance,Buy
TRML,"Tourmaline Bio, Inc.",15.32 USD,+0.33%,142.44 K,0.38,393.55 M USD,—,−3.22 USD,+50.45%,0.00%,Health technology,Strong buy
TRN,"Trinity Industries, Inc.",25.36 USD,−1.05%,361.04 K,0.76,2.07 B USD,15.60,1.63 USD,+8.34%,4.57%,Producer manufacturing,Neutral
TRNR,Interactive Strength Inc.,0.7901 USD,−11.22%,947.95 K,0.48,7.96 M USD,—,"−1,910.07 USD",+84.92%,0.00%,Retail trade,—
TRNS,"Transcat, Inc.",91.32 USD,−0.34%,70.64 K,0.36,850.14 M USD,58.31,1.57 USD,−1.40%,0.00%,Electronic technology,Buy
TROO,"TROOPS, Inc.",0.6501 USD,−5.51%,47.69 K,0.71,73.14 M USD,—,−0.13 USD,−58.84%,0.00%,Finance,—
TROW,"T. Rowe Price Group, Inc.",93.02 USD,−1.52%,1.11 M,0.77,20.49 B USD,10.56,8.81 USD,+4.62%,5.36%,Finance,Sell
TROX,Tronox Holdings plc,4.74 USD,−4.44%,3.34 M,0.94,751.11 M USD,—,−0.95 USD,+57.22%,10.55%,Process industries,Buy
TRS,TriMas Corporation,25.42 USD,−2.53%,242.37 K,0.51,1.03 B USD,33.03,0.77 USD,−21.12%,0.63%,Producer manufacturing,Buy
TRSG,Tungray Technologies Inc,1.94 USD,+2.66%,4.34 K,0.35,31.73 M USD,—,−0.02 USD,—,0.00%,Producer manufacturing,—
TRST,TrustCo Bank Corp NY,30.72 USD,−1.13%,87.36 K,1.35,584.29 M USD,11.47,2.68 USD,−3.92%,4.69%,Finance,—
TRT,Trio-Tech International,5.18 USD,+2.07%,1.85 K,0.32,22.32 M USD,—,−0.00 USD,−100.31%,0.00%,Producer manufacturing,—
TRU,TransUnion,83.16 USD,−1.56%,1.95 M,0.94,16.23 B USD,44.55,1.87 USD,—,0.52%,Commercial services,Buy
TRUE,"TrueCar, Inc.",1.49 USD,−4.49%,303.2 K,0.72,130.64 M USD,—,−0.39 USD,+1.47%,0.00%,Technology services,Neutral
TRUG,"TruGolf Holdings, Inc.",0.2349 USD,+18.64%,13.11 M,8.95,9.73 M USD,—,−0.42 USD,−984.32%,0.00%,Technology services,—
TRUP,"Trupanion, Inc.",44.54 USD,+0.81%,389.51 K,0.82,1.91 B USD,—,−0.10 USD,+84.22%,0.00%,Finance,Buy
TRV,"The Travelers Companies, Inc.",271.04 USD,−0.01%,832.65 K,0.83,61.41 B USD,14.76,18.37 USD,+36.46%,1.55%,Finance,Buy
TRVI,"Trevi Therapeutics, Inc.",6.29 USD,+4.31%,1.23 M,1.15,639.97 M USD,—,−0.45 USD,−32.72%,0.00%,Health technology,Strong buy
TRX,TRX Gold Corporation,0.3183 USD,+2.22%,331.91 K,0.99,89.79 M USD,—,−0.01 USD,−953.05%,0.00%,Non-energy minerals,Strong buy
TSAT,Telesat Corporation,15.67 USD,−0.19%,55.9 K,1.08,220.1 M USD,—,−4.61 USD,−165.13%,0.00%,Communications,Buy
TSBK,"Timberland Bancorp, Inc.",30.25 USD,−0.46%,8.43 K,1.02,239.01 M USD,9.35,3.24 USD,+5.93%,3.24%,Finance,—
TSBX,Turnstone Biologics Corp.,0.3329 USD,−1.92%,10.85 K,0.10,7.7 M USD,—,−2.73 USD,+16.34%,0.00%,Health technology,Neutral
TSCO,Tractor Supply Company,49.70 USD,+0.06%,3.69 M,0.64,26.35 B USD,24.72,2.01 USD,−2.05%,1.79%,Retail trade,Buy
TSE,Trinseo PLC,2.57 USD,−1.15%,268.64 K,0.62,91.62 M USD,—,−9.94 USD,+51.91%,1.56%,Process industries,Neutral
TSEM,Tower Semiconductor Ltd.,40.63 USD,−0.32%,273.86 K,0.41,4.54 B USD,22.50,1.81 USD,−59.13%,0.00%,Electronic technology,Strong buy
TSHA,"Taysha Gene Therapies, Inc.",2.75 USD,−3.51%,4.06 M,1.02,590.32 M USD,—,−0.36 USD,+69.32%,0.00%,Health technology,Strong buy
TSLA,"Tesla, Inc.",339.34 USD,−0.50%,84.65 M,0.75,1.09 T USD,186.61,1.82 USD,−53.53%,0.00%,Consumer durables,Buy
TSLX,"Sixth Street Specialty Lending, Inc.",22.59 USD,+0.67%,453.72 K,0.96,2.12 B USD,11.97,1.89 USD,−24.20%,8.15%,Miscellaneous,Strong buy
TSN,"Tyson Foods, Inc.",55.55 USD,+0.13%,2.63 M,0.82,19.4 B USD,21.16,2.63 USD,—,3.56%,Consumer non-durables,Neutral
TSQ,"Townsquare Media, Inc.",6.77 USD,+1.04%,47.34 K,0.54,110.7 M USD,—,−1.34 USD,+47.29%,11.71%,Consumer services,Strong buy
TSSI,"TSS, Inc.",13.18 USD,+7.59%,2.29 M,0.43,329.77 M USD,37.13,0.36 USD,+814.95%,0.00%,Technology services,—
TT,Trane Technologies plc,423.29 USD,−0.23%,1.03 M,0.79,94.4 B USD,35.22,12.02 USD,+28.46%,0.82%,Producer manufacturing,Neutral
TTAM,Titan America SA,13.67 USD,−1.37%,153.15 K,1.35,2.52 B USD,—,—,—,0.00%,Non-energy minerals,Buy
TTAN,"ServiceTitan, Inc.",122.61 USD,−0.36%,394.88 K,0.80,11.11 B USD,—,−3.70 USD,−70.42%,0.00%,Technology services,Buy
TTC,Toro Company (The),73.89 USD,−1.44%,862.06 K,1.17,7.38 B USD,18.83,3.92 USD,+43.60%,2.00%,Producer manufacturing,Buy
TTD,"The Trade Desk, Inc.",73.89 USD,−0.59%,4.84 M,0.34,36.31 B USD,90.36,0.82 USD,+103.05%,0.00%,Technology services,Buy
TTEC,"TTEC Holdings, Inc.",5.14 USD,−1.91%,201.59 K,0.44,245.86 M USD,—,−6.67 USD,"−2,425.52%",1.17%,Technology services,Buy
TTEK,"Tetra Tech, Inc.",35.42 USD,−0.08%,2.02 M,0.75,9.33 B USD,51.01,0.69 USD,−29.66%,0.65%,Industrial services,Buy
TTGT,"TechTarget, Inc.",7.45 USD,−0.27%,162.48 K,0.89,532.33 M USD,—,−0.42 USD,−201.68%,0.00%,Technology services,Strong buy
TTI,"Tetra Technologies, Inc.",2.74 USD,+0.74%,703.94 K,0.69,364.62 M USD,3.27,0.84 USD,+430.21%,0.00%,Process industries,Strong buy
TTMI,"TTM Technologies, Inc.",28.59 USD,−1.55%,533.09 K,0.59,2.91 B USD,38.18,0.75 USD,—,0.00%,Electronic technology,Strong buy
TTNP,"Titan Pharmaceuticals, Inc.",4.37 USD,−4.90%,21.15 K,0.25,3.99 M USD,—,−4.60 USD,+27.21%,0.00%,Health technology,—
TTSH,"Tile Shop Holdings, Inc.",5.82 USD,−1.02%,65.99 K,1.07,260.33 M USD,316.30,0.02 USD,−91.32%,0.00%,Retail trade,—
TTWO,"Take-Two Interactive Software, Inc.",224.99 USD,−0.45%,1.86 M,0.62,39.92 B USD,—,−25.39 USD,−15.57%,0.00%,Technology services,Strong buy
TUSK,"Mammoth Energy Services, Inc.",2.40 USD,−5.14%,274.64 K,2.47,115.51 M USD,—,−4.08 USD,−738.00%,0.00%,Industrial services,—
TVA,Texas Ventures Acquisition III Corp,9.99 USD,+0.10%,106.79 K,—,299.7 M USD,—,—,—,0.00%,Finance,—
TVGN,Tevogen Bio Holdings Inc.,1.31 USD,+6.50%,1.38 M,2.21,240.9 M USD,—,−0.19 USD,+44.68%,0.00%,Health technology,Strong buy
TVRD,"Tvardi Therapeutics, Inc.",29.09 USD,−11.53%,63.86 K,1.58,272.31 M USD,—,−46.64 USD,+40.80%,0.00%,Health technology,Strong buy
TVTX,"Travere Therapeutics, Inc.",15.84 USD,+0.89%,1.43 M,0.69,1.41 B USD,—,−2.80 USD,+44.52%,0.00%,Health technology,Strong buy
TW,Tradeweb Markets Inc.,145.62 USD,+1.06%,673.73 K,0.66,34.43 B USD,59.82,2.43 USD,+29.27%,0.29%,Finance,Buy
TWFG,"TWFG, Inc.",35.15 USD,+0.57%,36.23 K,0.44,523.88 M USD,47.42,0.74 USD,−58.60%,0.00%,Finance,Buy
TWG,Top Wealth Group Holding Limited,0.1470 USD,−3.48%,895.3 K,0.14,6.03 M USD,—,—,—,0.00%,Distribution services,—
TWI,"Titan International, Inc. (DE)",7.01 USD,−0.43%,419.56 K,0.97,446.57 M USD,—,−0.21 USD,−124.25%,0.00%,Producer manufacturing,Strong buy
TWIN,"Twin Disc, Incorporated",6.95 USD,−3.74%,57.36 K,1.27,98.33 M USD,23.85,0.29 USD,−66.73%,2.30%,Producer manufacturing,Strong buy
TWLO,Twilio Inc.,113.49 USD,−2.06%,1.96 M,0.73,17.33 B USD,—,−0.21 USD,+94.86%,0.00%,Technology services,Buy
TWNP,Twin Hospitality Group Inc.,4.83 USD,+0.42%,8.4 K,0.53,242.31 M USD,—,−1.02 USD,−138.11%,0.00%,Miscellaneous,—
TWST,Twist Bioscience Corporation,28.26 USD,+0.36%,781.97 K,0.65,1.69 B USD,—,−3.26 USD,+2.75%,0.00%,Health technology,Buy
TXG,"10x Genomics, Inc.",8.17 USD,−4.33%,1.8 M,0.47,1.02 B USD,—,−1.30 USD,+42.17%,0.00%,Health technology,Buy
TXMD,"TherapeuticsMD, Inc.",1.45 USD,0.00%,14.25 K,0.57,16.78 M USD,—,−0.18 USD,+73.70%,0.00%,Health technology,—
TXN,Texas Instruments Incorporated,176.30 USD,−2.17%,7.42 M,0.93,160.16 B USD,33.40,5.28 USD,−17.74%,3.05%,Electronic technology,Neutral
TXNM,"TXNM Energy, Inc.",56.72 USD,+0.60%,3.25 M,1.06,5.26 B USD,25.22,2.25 USD,+149.79%,2.80%,Utilities,Buy
TXO,"TXO Partners, L.P.",15.30 USD,0.00%,200.9 K,0.29,838.2 M USD,38.14,0.40 USD,—,15.75%,Energy minerals,Strong buy
TXRH,"Texas Roadhouse, Inc.",189.99 USD,+0.67%,662.56 K,0.54,12.6 B USD,29.29,6.49 USD,+31.22%,1.32%,Consumer services,Buy
TXT,Textron Inc.,72.92 USD,−0.76%,804.25 K,0.56,13.16 B USD,16.51,4.42 USD,−5.57%,0.11%,Electronic technology,Buy
TYGO,"Tigo Energy, Inc.",1.0000 USD,+3.09%,8.04 K,0.42,62.02 M USD,—,−0.96 USD,+34.29%,0.00%,Electronic technology,Buy
TYL,"Tyler Technologies, Inc.",566.02 USD,−0.25%,181.27 K,0.77,24.41 B USD,85.35,6.63 USD,+50.43%,0.00%,Technology services,Buy
TYRA,"Tyra Biosciences, Inc.",9.29 USD,−3.13%,189.33 K,0.76,494.02 M USD,—,−1.63 USD,+3.01%,0.00%,Health technology,Strong buy
TZOO,Travelzoo,12.87 USD,−2.79%,60.46 K,0.92,142.79 M USD,12.87,1.00 USD,+14.44%,0.00%,Commercial services,Strong buy
TZUP,Thumzup Media Corporation,8.20 USD,−13.41%,281.36 K,0.73,77.97 M USD,—,−0.67 USD,−531.46%,0.00%,Technology services,—
U,Unity Software Inc.,20.75 USD,−5.08%,9.61 M,0.96,8.63 B USD,—,−1.12 USD,+49.75%,0.00%,Technology services,Buy
